listing_id,seller_id,category,make,year,condition,hours_used,asking_price,region,list_date,views,bids,inquiries,sold,days_on_market,final_price,age_years,price_band,list_year,list_month,list_qtr,seller_seller_type,seller_tenure_years,seller_total_listings,seller_avg_rating,seller_verified
L002050,S0262,Bulldozers,Case Ce,2011,Fair,5681.0,11200.0,Great Plains,2021-12-11,15,1,0,0,27,,13.0,$10K–$30K,2021,12,4,dealer,7.3,20,2.66,False
L002051,S0455,Forklifts,John Deere,2010,Good,6272.0,2800.0,Midwest,2021-02-18,7,0,0,0,315,,14.0,<$10K,2021,2,1,fleet_operator,2.8,14,4.99,False
L002052,S0666,Motor Graders,Terex,1998,Good,6746.0,15600.0,Mountain West,2023-04-12,8,0,1,1,58,14100.0,26.0,$10K–$30K,2023,4,2,dealer,18.9,19,3.44,False
L002053,S0730,Skid Steers,Hitachi,2003,Poor,4423.0,2500.0,Southeast,2023-01-30,14,1,1,0,45,,21.0,<$10K,2023,1,1,dealer,1.9,4,4.04,True
L002054,S0354,Skid Steers,Hitachi,2020,Good,2102.0,15900.0,Midwest,2022-04-24,25,2,0,0,61,,4.0,$10K–$30K,2022,4,2,dealer,4.8,12,3.27,True
L002055,S0700,Motor Graders,Hitachi,2008,Good,6308.0,14200.0,West Coast,2022-10-08,8,0,0,0,219,,16.0,$10K–$30K,2022,10,4,fleet_operator,3.7,24,3.34,True
L002056,S0357,Skid Steers,Caterpillar,2008,Excellent,4503.0,5100.0,Pacific Northwest,2022-07-03,27,7,4,1,34,5000.0,16.0,<$10K,2022,7,3,contractor,10.6,14,3.97,False
L002057,S0221,Excavators,Case Ce,2022,Excellent,5705.0,89300.0,Pacific Northwest,2021-06-20,8,1,1,0,2,,2.0,$75K–$150K,2021,6,2,contractor,1.8,7,3.86,True
L002058,S0678,Skid Steers,Komatsu,2013,Good,3799.0,5700.0,Southwest,2021-12-29,20,2,0,1,8,5200.0,11.0,<$10K,2021,12,4,individual,8.0,14,5.0,False
L002059,S0348,Excavators,Caterpillar,2021,Good,4913.0,60100.0,Mountain West,2021-01-02,13,2,1,0,23,,3.0,$30K–$75K,2021,1,1,fleet_operator,9.5,19,2.75,True
L002060,S0765,Excavators,Komatsu,2023,Good,3327.0,98889.5,Northeast,2021-06-19,25,2,1,0,34,,1.0,$75K–$150K,2021,6,2,contractor,2.8,11,5.0,False
L002061,S0260,Forklifts,Terex,2000,Poor,6011.0,2000.0,West Coast,2021-10-04,14,2,0,0,84,,24.0,<$10K,2021,10,4,contractor,10.3,10,4.57,True
L002062,S0337,Bulldozers,Terex,2022,Good,6043.0,72200.0,West Coast,2022-01-09,16,2,2,1,14,69900.0,2.0,$30K–$75K,2022,1,1,contractor,3.4,12,5.0,True
L002063,S0462,Backhoes,Hitachi,2014,Good,4423.0,9300.0,Northeast,2023-06-16,8,1,0,0,53,,10.0,<$10K,2023,6,2,contractor,1.9,11,4.6,True
L002064,S0601,Motor Graders,Volvo Ce,2019,Good,6541.0,60300.0,Mountain West,2022-10-05,20,2,3,0,173,,5.0,$30K–$75K,2022,10,4,dealer,0.9,14,3.87,True
L002065,S0762,Wheel Loaders,Komatsu,2011,Good,4372.0,11900.0,Northeast,2023-01-02,11,0,0,0,163,,13.0,$10K–$30K,2023,1,1,dealer,7.6,13,4.89,True
L002066,S0769,Cranes,Hitachi,2023,Good,1895.0,169300.0,Southeast,2021-05-02,21,3,0,0,95,,1.0,>$150K,2021,5,2,individual,3.0,17,3.92,False
L002067,S0252,Bulldozers,Terex,1999,Good,4819.0,14500.0,Pacific Northwest,2021-01-22,10,1,0,1,2,13600.0,25.0,$10K–$30K,2021,1,1,individual,14.0,10,3.64,False
L002068,S0088,Motor Graders,Doosan,2023,Poor,4036.0,60100.0,Midwest,2021-11-20,10,0,1,0,41,,1.0,$30K–$75K,2021,11,4,individual,0.5,31,3.06,True
L002069,S0159,Compactors,Case Ce,2022,Good,2017.0,26400.0,Pacific Northwest,2023-05-06,15,4,1,1,1,25500.0,2.0,$10K–$30K,2023,5,2,contractor,6.7,5,3.5,True
L002070,S0441,Skid Steers,Volvo Ce,2006,Good,4853.0,4100.0,Midwest,2021-04-14,14,2,1,1,6,3800.0,18.0,<$10K,2021,4,2,individual,7.5,12,3.96,True
L002071,S0277,Skid Steers,Liebherr,2005,Fair,4192.0,3800.0,Great Plains,2021-06-11,18,1,5,1,33,3400.0,19.0,<$10K,2021,6,2,contractor,5.7,8,4.51,True
L002072,S0691,Aerial Work Platforms,Terex,2008,Excellent,4924.0,7300.0,West Coast,2022-10-17,17,2,1,0,3,,16.0,<$10K,2022,10,4,fleet_operator,2.3,10,3.65,False
L002073,S0201,Wheel Loaders,Case Ce,2004,Fair,5070.0,7200.0,Southwest,2021-08-16,15,2,1,1,1,6500.0,20.0,<$10K,2021,8,3,dealer,3.9,18,3.0,True
L002074,S0444,Compactors,Case Ce,2019,Good,5046.0,23400.0,Mid-Atlantic,2022-11-22,10,2,0,1,31,21100.0,5.0,$10K–$30K,2022,11,4,individual,7.2,12,4.08,False
L002075,S0483,Motor Graders,Volvo Ce,1999,Fair,7759.0,11300.0,Northeast,2022-03-16,12,0,0,0,7,,25.0,$10K–$30K,2022,3,1,contractor,0.5,14,3.94,False
L002076,S0203,Forklifts,Terex,2001,Fair,7777.0,2300.0,Mountain West,2022-01-10,14,1,0,0,67,,23.0,<$10K,2022,1,1,individual,6.6,13,4.74,True
L002077,S0532,Bulldozers,Doosan,2023,Fair,3777.0,79500.0,Mountain West,2022-12-12,18,3,0,0,72,,1.0,$75K–$150K,2022,12,4,individual,1.3,6,4.08,True
L002078,S0701,Aerial Work Platforms,John Deere,2020,Good,4660.0,28800.0,Southeast,2022-06-16,18,2,1,1,30,27000.0,4.0,$10K–$30K,2022,6,2,dealer,3.3,15,4.16,True
L002079,S0014,Compactors,Terex,2011,Fair,3537.0,4200.0,Midwest,2023-06-21,12,3,2,0,21,,13.0,<$10K,2023,6,2,dealer,10.2,26,4.24,True
L002080,S0522,Aerial Work Platforms,Hitachi,2010,Good,4419.0,4700.0,Southwest,2022-11-27,17,3,1,0,22,,14.0,<$10K,2022,11,4,individual,10.3,12,4.12,False
L002081,S0557,Skid Steers,Caterpillar,2019,Fair,4190.0,11000.0,Mid-Atlantic,2021-03-07,8,1,1,0,23,,5.0,$10K–$30K,2021,3,1,dealer,2.7,4,3.13,False
L002082,S0070,Backhoes,Doosan,2022,Excellent,5225.0,48400.0,Southeast,2023-06-17,4,0,0,0,88,,2.0,$30K–$75K,2023,6,2,contractor,2.3,24,3.91,True
L002083,S0471,Skid Steers,Hitachi,2010,Excellent,2837.0,4200.0,Midwest,2022-08-02,9,0,0,1,29,4200.0,14.0,<$10K,2022,8,3,individual,9.8,26,2.94,True
L002084,S0382,Bulldozers,Hitachi,2010,Excellent,8549.0,21200.0,West Coast,2021-03-31,28,4,1,0,9,,14.0,$10K–$30K,2021,3,1,contractor,5.0,12,3.66,True
L002085,S0413,Wheel Loaders,Komatsu,2002,Good,7756.0,12800.0,West Coast,2023-10-06,25,8,0,1,37,11600.0,22.0,$10K–$30K,2023,10,4,contractor,7.9,22,3.87,True
L002086,S0397,Motor Graders,Terex,2009,Excellent,6856.0,18300.0,Southeast,2021-07-24,22,3,3,0,214,,15.0,$10K–$30K,2021,7,3,fleet_operator,17.3,13,3.84,True
L002087,S0249,Excavators,Liebherr,2003,Fair,4215.0,10900.0,Mid-Atlantic,2023-06-27,10,0,3,0,106,,21.0,$10K–$30K,2023,6,2,individual,0.5,9,4.45,True
L002088,S0039,Cranes,Case Ce,2023,Good,4274.0,167000.0,Southeast,2022-01-27,16,1,3,1,12,161600.0,1.0,>$150K,2022,1,1,fleet_operator,5.0,11,4.53,True
L002089,S0237,Cranes,John Deere,2019,Fair,4622.0,89500.0,Midwest,2021-09-22,25,1,1,0,35,,5.0,$75K–$150K,2021,9,3,dealer,6.5,10,3.59,True
L002090,S0374,Cranes,Jcb,2011,Excellent,2675.0,30700.0,West Coast,2023-08-08,12,1,2,1,6,29700.0,13.0,$30K–$75K,2023,8,3,dealer,5.0,16,4.54,True
L002091,S0045,Aerial Work Platforms,Komatsu,2005,Good,3828.0,5300.0,Southwest,2021-04-12,15,2,1,0,217,,19.0,<$10K,2021,4,2,contractor,2.7,10,3.59,True
L002092,S0071,Backhoes,Jcb,2021,Good,5161.0,28800.0,Southeast,2022-12-26,18,2,1,1,1,27800.0,3.0,$10K–$30K,2022,12,4,dealer,1.6,13,4.08,True
L002093,S0311,Excavators,Komatsu,2019,Good,1989.0,60200.0,Mid-Atlantic,2023-01-20,8,1,1,0,66,,5.0,$30K–$75K,2023,1,1,dealer,1.3,14,4.42,True
L002094,S0651,Motor Graders,Hitachi,2005,Excellent,6968.0,17000.0,Southeast,2021-02-27,18,2,0,0,37,,19.0,$10K–$30K,2021,2,1,fleet_operator,4.8,5,5.0,True
L002095,S0588,Bulldozers,Case Ce,2004,Poor,6451.0,6218.0,Southeast,2022-04-18,10,3,0,0,5,,20.0,<$10K,2022,4,2,dealer,17.5,7,4.3,False
L002096,S0274,Motor Graders,Case Ce,2014,Good,4466.0,20000.0,Great Plains,2021-05-15,16,2,0,1,22,19100.0,10.0,$10K–$30K,2021,5,2,fleet_operator,22.0,31,3.42,True
L002097,S0661,Skid Steers,Terex,2018,Fair,3956.0,11000.0,Midwest,2021-04-09,11,1,1,1,43,8800.0,6.0,$10K–$30K,2021,4,2,individual,5.3,17,4.5,False
L002098,S0011,Cranes,Terex,2008,Good,4533.0,25700.0,Mountain West,2021-01-20,14,1,0,1,5,24100.0,16.0,$10K–$30K,2021,1,1,individual,9.1,13,5.0,True
L002099,S0287,Forklifts,Liebherr,2023,Fair,6067.0,19700.0,Southeast,2023-03-16,14,1,0,1,50,15400.0,1.0,$10K–$30K,2023,3,1,fleet_operator,0.9,14,4.01,True
L002100,S0497,Skid Steers,John Deere,2007,Good,4613.0,3900.0,Southeast,2022-08-13,27,5,2,0,79,,17.0,<$10K,2022,8,3,dealer,0.6,16,4.2,True
L002101,S0549,Skid Steers,Volvo Ce,2010,Poor,3795.0,2000.0,Midwest,2022-03-19,16,1,3,0,7,,14.0,<$10K,2022,3,1,contractor,0.5,21,4.32,True
L002102,S0444,Excavators,Volvo Ce,2007,Good,5889.0,14300.0,Mountain West,2022-09-15,23,3,3,0,16,,17.0,$10K–$30K,2022,9,3,individual,7.2,12,4.08,False
L002103,S0549,Compactors,Terex,2018,Excellent,3130.0,23600.0,West Coast,2021-01-25,12,2,1,0,2,,6.0,$10K–$30K,2021,1,1,contractor,0.5,21,4.32,True
L002104,S0208,Bulldozers,Volvo Ce,2023,Good,4807.0,103700.0,Midwest,2022-02-21,27,5,3,1,17,96500.0,1.0,$75K–$150K,2022,2,1,dealer,1.4,27,3.8,True
L002105,S0509,Wheel Loaders,Volvo Ce,2011,Good,3940.0,10700.0,West Coast,2021-08-31,23,4,3,0,84,,13.0,$10K–$30K,2021,8,3,contractor,8.4,24,4.01,True
L002106,S0523,Excavators,Hitachi,2006,Excellent,8142.0,15400.0,West Coast,2021-01-07,12,0,0,1,44,14600.0,18.0,$10K–$30K,2021,1,1,individual,1.2,9,4.81,True
L002107,S0356,Bulldozers,Liebherr,2004,Good,4964.0,12700.0,Northeast,2022-07-23,7,1,1,1,18,11200.0,20.0,$10K–$30K,2022,7,3,dealer,0.9,30,4.43,False
L002108,S0045,Motor Graders,Hitachi,2004,Fair,7242.0,12600.0,Mid-Atlantic,2022-12-15,17,2,4,0,84,,20.0,$10K–$30K,2022,12,4,contractor,2.7,10,3.59,True
L002109,S0580,Wheel Loaders,Volvo Ce,2023,Excellent,2651.0,85704.99999999997,Mountain West,2021-09-16,9,0,0,0,178,,1.0,$75K–$150K,2021,9,3,fleet_operator,0.9,16,4.07,False
L002110,S0582,Compactors,Hitachi,2015,Good,7724.0,8300.0,Mountain West,2021-03-06,22,2,0,1,26,7300.0,9.0,<$10K,2021,3,1,fleet_operator,17.4,9,4.55,False
L002111,S0760,Skid Steers,Terex,2013,Good,2804.0,4000.0,Southwest,2022-03-16,7,0,2,1,5,3700.0,11.0,<$10K,2022,3,1,dealer,2.2,15,4.27,True
L002112,S0218,Wheel Loaders,Case Ce,2005,Fair,5297.0,9000.0,West Coast,2023-05-28,21,1,0,1,9,7500.0,19.0,<$10K,2023,5,2,contractor,12.4,23,4.01,True
L002113,S0281,Excavators,Volvo Ce,2013,Excellent,4385.0,12700.0,Midwest,2021-04-04,37,4,5,1,75,12400.0,11.0,$10K–$30K,2021,4,2,fleet_operator,0.5,8,4.04,False
L002114,S0076,Skid Steers,Doosan,2016,Good,4430.0,11100.0,Midwest,2023-11-04,12,1,1,0,60,,8.0,$10K–$30K,2023,11,4,contractor,6.3,14,3.98,True
L002115,S0226,Excavators,Terex,2012,Excellent,5180.0,13200.0,Northeast,2022-08-06,10,1,0,1,47,12600.0,12.0,$10K–$30K,2022,8,3,individual,9.9,11,3.32,True
L002116,S0045,Backhoes,Caterpillar,2022,Good,4070.0,42300.0,Mountain West,2021-05-12,12,0,2,0,17,,2.0,$30K–$75K,2021,5,2,contractor,2.7,10,3.59,True
L002117,S0381,Forklifts,Doosan,2012,Good,7456.0,4100.0,Midwest,2021-05-28,27,3,2,1,10,4000.0,12.0,<$10K,2021,5,2,contractor,2.1,30,4.97,True
L002118,S0456,Motor Graders,Doosan,2003,Poor,7559.0,8900.0,Southwest,2022-09-07,20,2,0,0,40,,21.0,<$10K,2022,9,3,dealer,1.1,12,4.77,True
L002119,S0617,Wheel Loaders,Hitachi,2006,Excellent,5962.0,12800.0,Mid-Atlantic,2021-07-12,10,1,0,0,182,,18.0,$10K–$30K,2021,7,3,dealer,0.7,7,5.0,True
L002120,S0063,Excavators,Case Ce,2012,Good,5256.5,12800.0,Midwest,2022-03-30,10,2,0,1,5,11300.0,12.0,$10K–$30K,2022,3,1,fleet_operator,2.9,9,5.0,True
L002121,S0630,Wheel Loaders,Komatsu,2022,Fair,4090.0,62300.0,Northeast,2022-11-21,17,1,1,1,17,50700.0,2.0,$30K–$75K,2022,11,4,contractor,3.0,35,4.52,True
L002122,S0124,Excavators,Jcb,2004,Good,5698.0,12400.0,Southeast,2021-12-23,16,1,1,0,259,,20.0,$10K–$30K,2021,12,4,dealer,2.8,26,4.94,True
L002123,S0425,Forklifts,Hitachi,2023,Fair,6105.0,13300.0,Southwest,2023-01-06,18,2,0,0,39,,1.0,$10K–$30K,2023,1,1,fleet_operator,5.1,17,3.23,True
L002124,S0761,Excavators,Hitachi,2005,Poor,5563.0,6100.0,Midwest,2022-12-10,14,1,2,0,40,,19.0,<$10K,2022,12,4,fleet_operator,1.4,50,3.6,False
L002125,S0485,Cranes,Liebherr,2015,Poor,4505.0,26800.0,Southeast,2022-05-14,13,1,1,1,104,20400.0,9.0,$10K–$30K,2022,5,2,individual,3.6,14,3.87,True
L002126,S0052,Forklifts,Case Ce,2018,Good,6419.5,11000.0,Northeast,2023-02-05,7,0,0,0,15,,6.0,$10K–$30K,2023,2,1,individual,1.2,5,2.57,True
L002127,S0141,Wheel Loaders,Doosan,2013,Good,5865.0,13200.0,Midwest,2022-11-29,18,3,2,0,70,,11.0,$10K–$30K,2022,11,4,dealer,4.0,5,3.94,True
L002128,S0036,Excavators,Caterpillar,2012,Poor,6766.0,6800.0,Midwest,2021-10-28,23,2,0,0,141,,12.0,<$10K,2021,10,4,fleet_operator,12.3,16,4.84,True
L002129,S0524,Excavators,John Deere,2000,Excellent,5781.0,19500.0,Great Plains,2021-04-04,7,1,1,0,23,,24.0,$10K–$30K,2021,4,2,individual,18.6,15,5.0,False
L002130,S0583,Excavators,Jcb,1998,Good,6952.0,11800.0,Midwest,2023-01-11,9,1,3,0,41,,26.0,$10K–$30K,2023,1,1,fleet_operator,1.5,16,3.35,False
L002131,S0488,Compactors,Terex,2010,Good,3731.0,4800.0,Southwest,2023-03-06,23,1,3,1,67,4600.0,14.0,<$10K,2023,3,1,individual,0.5,20,4.09,True
L002132,S0672,Wheel Loaders,Case Ce,2019,Good,3416.0,41100.0,Mid-Atlantic,2021-05-25,14,0,2,1,11,36800.0,5.0,$30K–$75K,2021,5,2,dealer,10.5,32,4.89,True
L002133,S0356,Skid Steers,Caterpillar,2009,Poor,3309.0,2400.0,Southeast,2021-03-10,21,1,1,0,271,,15.0,<$10K,2021,3,1,dealer,0.9,30,4.43,False
L002134,S0384,Bulldozers,Volvo Ce,2006,Fair,5055.0,10000.0,Mid-Atlantic,2021-05-02,28,5,3,1,11,8500.0,18.0,<$10K,2021,5,2,contractor,0.5,11,4.08,True
L002135,S0498,Bulldozers,Volvo Ce,1999,Good,4685.0,17400.0,Southwest,2023-04-15,12,1,0,1,26,15700.0,25.0,$10K–$30K,2023,4,2,individual,5.1,15,4.55,True
L002136,S0210,Cranes,Jcb,2006,Fair,7336.0,16900.0,Mountain West,2023-09-25,9,0,0,0,22,,18.0,$10K–$30K,2023,9,3,fleet_operator,1.3,3,5.0,True
L002137,S0471,Compactors,Hitachi,2005,Good,4457.0,5000.0,Southwest,2021-01-27,21,1,2,1,18,4600.0,19.0,<$10K,2021,1,1,individual,9.8,26,2.94,True
L002138,S0188,Wheel Loaders,Hitachi,2022,Fair,4331.0,37900.0,Southwest,2021-02-09,24,4,3,1,11,29900.0,2.0,$30K–$75K,2021,2,1,fleet_operator,1.4,8,3.14,True
L002139,S0181,Excavators,Jcb,2002,Good,5294.0,12200.0,Southwest,2023-03-26,6,2,1,0,3,,22.0,$10K–$30K,2023,3,1,dealer,7.4,28,4.78,True
L002140,S0245,Cranes,Komatsu,2010,Good,3940.0,30800.0,Mid-Atlantic,2023-05-28,33,6,6,0,309,,14.0,$30K–$75K,2023,5,2,individual,4.8,27,4.65,True
L002141,S0330,Motor Graders,Doosan,1999,Good,5520.0,14500.0,Northeast,2021-05-01,12,0,1,0,51,,25.0,$10K–$30K,2021,5,2,fleet_operator,6.4,11,4.27,True
L002142,S0213,Bulldozers,Liebherr,2007,Good,6825.0,15200.0,Midwest,2021-05-31,15,2,1,0,75,,17.0,$10K–$30K,2021,5,2,dealer,0.5,35,3.79,False
L002143,S0503,Forklifts,Hitachi,2023,Good,5489.0,18100.0,Northeast,2023-03-04,23,3,1,1,1,17000.0,1.0,$10K–$30K,2023,3,1,individual,3.9,5,4.87,False
L002144,S0164,Bulldozers,Caterpillar,2003,Excellent,8478.0,18600.0,Great Plains,2023-06-19,28,1,2,0,156,,21.0,$10K–$30K,2023,6,2,dealer,1.7,25,3.7,True
L002145,S0706,Forklifts,Komatsu,2004,Poor,7043.0,2000.0,Midwest,2023-09-05,24,2,4,1,1,1600.0,20.0,<$10K,2023,9,3,fleet_operator,4.3,22,4.26,True
L002146,S0080,Cranes,Liebherr,2000,Poor,5626.0,15300.0,Midwest,2022-06-23,17,0,1,0,24,,24.0,$10K–$30K,2022,6,2,individual,1.3,8,4.59,True
L002147,S0239,Compactors,Liebherr,2011,Fair,2808.0,5700.0,Northeast,2021-04-01,22,0,4,0,4,,13.0,<$10K,2021,4,2,dealer,1.9,8,4.28,True
L002148,S0510,Compactors,Terex,2013,Fair,3914.0,3800.0,Pacific Northwest,2022-05-10,23,2,3,0,111,,11.0,<$10K,2022,5,2,contractor,0.5,15,4.41,True
L002149,S0295,Cranes,Liebherr,2003,Poor,2768.0,17800.0,Southwest,2023-09-08,19,2,1,0,38,,21.0,$10K–$30K,2023,9,3,fleet_operator,1.0,19,4.33,True
L002150,S0034,Forklifts,Caterpillar,2019,Fair,5072.0,9200.0,Northeast,2023-10-23,14,1,2,0,68,,5.0,<$10K,2023,10,4,individual,3.4,7,5.0,True
L002151,S0235,Backhoes,Jcb,2005,Good,6613.0,7300.0,Southeast,2022-07-01,19,1,1,0,112,,19.0,<$10K,2022,7,3,contractor,6.0,16,4.14,False
L002152,S0334,Bulldozers,John Deere,1998,Fair,6532.0,9500.0,Mountain West,2021-09-14,9,1,1,0,197,,26.0,<$10K,2021,9,3,dealer,5.7,21,4.04,False
L002153,S0714,Bulldozers,Doosan,2017,Good,5209.0,31900.0,Midwest,2022-03-23,30,1,1,0,24,,7.0,$30K–$75K,2022,3,1,fleet_operator,1.1,7,3.23,False
L002154,S0140,Skid Steers,Liebherr,2012,Excellent,3844.0,5600.0,Midwest,2022-02-01,12,1,0,1,7,5600.0,12.0,<$10K,2022,2,1,individual,1.6,19,3.24,True
L002155,S0089,Forklifts,John Deere,2014,Good,7900.0,4400.0,West Coast,2022-08-15,20,1,1,1,24,4100.0,10.0,<$10K,2022,8,3,fleet_operator,1.4,33,2.92,True
L002156,S0150,Excavators,John Deere,2021,Good,4781.0,45600.0,West Coast,2022-09-21,16,0,1,0,44,,3.0,$30K–$75K,2022,9,3,individual,4.6,17,3.52,False
L002157,S0487,Backhoes,Doosan,2015,Poor,3335.0,6000.0,Midwest,2023-02-07,20,4,1,1,25,4100.0,9.0,<$10K,2023,2,1,dealer,2.2,16,4.25,True
L002158,S0268,Excavators,Liebherr,2021,Fair,5386.0,54500.0,Great Plains,2022-04-06,21,3,2,0,57,,3.0,$30K–$75K,2022,4,2,fleet_operator,2.2,14,4.32,False
L002159,S0047,Compactors,Komatsu,2000,Fair,5670.0,5300.0,Mountain West,2021-02-12,11,1,1,0,44,,24.0,<$10K,2021,2,1,fleet_operator,25.0,17,4.12,False
L002160,S0561,Skid Steers,John Deere,2021,Fair,4752.0,19000.0,Northeast,2021-01-06,24,4,2,1,1,16500.0,3.0,$10K–$30K,2021,1,1,dealer,1.2,29,3.91,False
L002161,S0463,Aerial Work Platforms,Liebherr,2003,Good,5571.0,5500.0,Southeast,2023-03-16,14,4,0,0,56,,21.0,<$10K,2023,3,1,contractor,3.0,38,3.92,False
L002162,S0108,Excavators,Jcb,2014,Fair,4661.0,13500.0,Great Plains,2023-10-03,8,0,0,0,11,,10.0,$10K–$30K,2023,10,4,dealer,1.5,22,3.87,True
L002163,S0077,Forklifts,Volvo Ce,2020,Good,5218.0,16300.0,Northeast,2023-07-28,23,2,3,1,2,14600.0,4.0,$10K–$30K,2023,7,3,dealer,5.4,33,4.29,True
L002164,S0563,Bulldozers,Doosan,2010,Good,8940.0,15500.0,Southwest,2023-02-12,7,2,0,1,50,14600.0,14.0,$10K–$30K,2023,2,1,dealer,5.0,12,3.28,True
L002165,S0353,Motor Graders,John Deere,2020,Fair,4887.0,61900.0,Mid-Atlantic,2021-11-18,12,2,0,0,180,,4.0,$30K–$75K,2021,11,4,dealer,5.7,11,4.11,False
L002166,S0743,Excavators,Liebherr,2019,Fair,4581.0,50900.0,Pacific Northwest,2022-11-16,15,2,1,0,6,,5.0,$30K–$75K,2022,11,4,fleet_operator,1.5,27,4.4,True
L002167,S0219,Forklifts,Jcb,2014,Fair,6988.0,3900.0,West Coast,2022-11-03,24,2,2,0,6,,10.0,<$10K,2022,11,4,individual,0.5,18,4.11,True
L002168,S0538,Bulldozers,Doosan,2018,Good,4872.0,49600.0,Mountain West,2021-01-17,23,4,0,1,4,48000.0,6.0,$30K–$75K,2021,1,1,fleet_operator,0.5,12,3.77,False
L002169,S0677,Excavators,Volvo Ce,2013,Fair,7522.0,9000.0,Midwest,2022-03-23,10,1,0,1,1,7300.0,11.0,<$10K,2022,3,1,fleet_operator,7.2,11,3.56,False
L002170,S0588,Forklifts,Hitachi,2014,Good,7011.0,4500.0,Midwest,2021-11-26,12,1,2,0,153,,10.0,<$10K,2021,11,4,dealer,17.5,7,4.3,False
L002171,S0102,Compactors,Liebherr,1998,Good,3923.0,7300.0,Northeast,2022-12-14,22,3,0,1,31,6500.0,26.0,<$10K,2022,12,4,fleet_operator,1.0,18,4.68,True
L002172,S0357,Skid Steers,Caterpillar,2013,Good,3705.0,4100.0,Pacific Northwest,2021-01-23,13,1,0,1,9,3700.0,11.0,<$10K,2021,1,1,contractor,10.6,14,3.97,False
L002173,S0708,Backhoes,Terex,2003,Good,6408.0,7900.0,Mountain West,2021-05-30,25,3,2,1,32,7400.0,21.0,<$10K,2021,5,2,dealer,4.7,14,3.81,True
L002174,S0670,Bulldozers,John Deere,2005,Excellent,5103.0,16300.0,Mountain West,2023-10-08,16,4,0,1,50,16100.0,19.0,$10K–$30K,2023,10,4,dealer,4.2,33,3.89,True
L002175,S0597,Aerial Work Platforms,Komatsu,1998,Good,5423.0,4400.0,Midwest,2022-03-12,30,6,1,1,42,4000.0,26.0,<$10K,2022,3,1,dealer,1.4,18,3.66,True
L002176,S0194,Skid Steers,Jcb,1999,Fair,4120.0,3000.0,Southwest,2023-02-17,14,1,2,1,11,2500.0,25.0,<$10K,2023,2,1,fleet_operator,2.2,19,4.13,True
L002177,S0334,Wheel Loaders,Volvo Ce,2012,Good,4593.0,9600.0,Midwest,2022-10-04,21,0,1,0,123,,12.0,<$10K,2022,10,4,dealer,5.7,21,4.04,False
L002178,S0737,Excavators,Volvo Ce,2002,Good,7624.0,11200.0,Midwest,2022-06-07,19,2,4,0,78,,22.0,$10K–$30K,2022,6,2,individual,5.7,6,3.11,True
L002179,S0270,Bulldozers,Case Ce,2021,Good,5744.0,97200.0,West Coast,2021-09-24,12,1,1,1,11,88700.0,3.0,$75K–$150K,2021,9,3,individual,1.8,23,3.78,True
L002180,S0666,Bulldozers,Terex,2017,Poor,5209.0,20400.0,Southeast,2023-03-13,19,2,0,0,36,,7.0,$10K–$30K,2023,3,1,dealer,18.9,19,3.44,False
L002181,S0588,Forklifts,Jcb,2012,Poor,5844.0,2000.0,Southeast,2022-01-12,23,5,1,0,23,,12.0,<$10K,2022,1,1,dealer,17.5,7,4.3,False
L002182,S0145,Forklifts,Terex,2018,Good,7829.0,11900.0,Southwest,2022-08-09,16,1,0,0,68,,6.0,$10K–$30K,2022,8,3,dealer,0.5,24,3.51,True
L002183,S0009,Compactors,Caterpillar,2007,Good,3256.0,6100.0,Midwest,2021-08-05,21,2,2,1,5,5800.0,17.0,<$10K,2021,8,3,contractor,0.6,17,2.86,True
L002184,S0671,Cranes,John Deere,2002,Good,4796.0,22700.0,Great Plains,2023-07-30,20,5,0,1,34,20400.0,22.0,$10K–$30K,2023,7,3,individual,6.7,10,4.06,True
L002185,S0451,Excavators,Case Ce,2000,Excellent,6425.0,13500.0,Midwest,2022-06-06,9,1,1,0,181,,24.0,$10K–$30K,2022,6,2,contractor,3.3,14,4.07,False
L002186,S0639,Skid Steers,Case Ce,2003,Good,6171.0,3800.0,Midwest,2022-01-12,8,1,3,0,34,,21.0,<$10K,2022,1,1,fleet_operator,5.6,24,4.28,True
L002187,S0449,Wheel Loaders,Liebherr,2018,Good,4754.0,39100.0,Southeast,2021-05-06,12,0,3,0,7,,6.0,$30K–$75K,2021,5,2,dealer,4.8,17,5.0,True
L002188,S0669,Aerial Work Platforms,Caterpillar,2012,Good,3891.0,6000.0,Great Plains,2022-01-18,22,7,2,0,54,,12.0,<$10K,2022,1,1,dealer,7.6,15,3.13,False
L002189,S0435,Excavators,Hitachi,2015,Fair,4123.0,18400.0,Midwest,2021-11-03,8,2,0,1,16,14700.0,9.0,$10K–$30K,2021,11,4,contractor,2.3,13,4.21,False
L002190,S0222,Aerial Work Platforms,Volvo Ce,2011,Good,4996.0,5000.0,Southwest,2022-03-25,17,2,1,0,95,,13.0,<$10K,2022,3,1,dealer,12.9,23,3.48,True
L002191,S0312,Excavators,Volvo Ce,2007,Good,5767.0,12800.0,West Coast,2022-03-30,14,0,3,0,26,,17.0,$10K–$30K,2022,3,1,dealer,1.3,6,4.03,False
L002192,S0685,Wheel Loaders,Jcb,2001,Fair,3622.0,7700.0,Southeast,2022-09-23,8,1,1,0,21,,23.0,<$10K,2022,9,3,contractor,2.3,4,3.36,True
