listing_id,seller_id,category,make,year,condition,hours_used,asking_price,region,list_date,views,bids,inquiries,sold,days_on_market,final_price
L000579,S0382,Wheel Loaders,Volvo CE,2002,Fair,7292.0,7600,West Coast,2021-10-01,12,0,2,0,140,
L000580,S0039,Skid Steers,Komatsu,2022,Good,2757.0,29600,Southwest,2022-01-25,24,2,1,1,22,26500.0
L000581,S0247,Excavators,JCB,2017,Poor,6288.0,22300,Midwest,2021-05-09,9,2,1,0,87,
L000582,S0167,Forklifts,Hitachi,2018,Good,5705.0,9800,Midwest,2021-09-16,12,2,0,0,33,
L000583,S0637,Motor Graders,JCB,2006,Fair,8474.0,14600,Southeast,2022-02-14,12,3,1,0,2,
L000584,S0049,Motor Graders,Liebherr,2001,Good,5716.0,20400,Mid-Atlantic,2021-10-21,27,2,1,1,7,18700.0
L000585,S0495,Forklifts,Komatsu,2012,Good,7859.0,2700,Northeast,2021-01-15,8,1,1,0,137,
L000586,S0778,Skid Steers,,2000,Good,6591.0,4700,Mid-Atlantic,2022-09-17,25,2,2,1,19,4200.0
L000587,S0717,Forklifts,Caterpillar,2020,Fair,6133.0,13300,Great Plains,2021-07-09,15,1,0,0,313,
L000588,S0763,Skid Steers,Caterpillar,2004,Excellent,3774.0,5800,Southeast,2021-05-01,11,0,0,1,5,5900.0
L000589,S0519,Wheel Loaders,Hitachi,2021,Excellent,,84800,Midwest,2023-02-12,32,1,3,0,110,
L000590,S0795,Cranes,Hitachi,2017,Good,3845.0,89100,Midwest,2021-01-17,14,0,2,0,268,
L000591,S0723,Bulldozers,JCB,2017,Excellent,4256.0,53900,Southwest,2021-07-04,12,0,,0,59,
L000592,S0571,Excavators,Caterpillar,2011,Fair,4741.0,10800,West Coast,2023-12-01,13,3,0,0,19,
L000593,S0767,Cranes,Hitachi,2011,Fair,5687.0,27900,West Coast,2022-05-17,24,3,1,0,129,
L000594,S0344,Forklifts,Komatsu,2006,Fair,6042.0,3000,Pacific Northwest,2023-05-01,31,5,4,0,4,
L000595,S0265,Forklifts,Case CE,2023,Fair,8008.0,16300,Mid-Atlantic,2022-06-22,8,2,1,1,6,13200.0
L000596,S0574,Compactors,Caterpillar,2020,Poor,1993.0,12500,Midwest,2023-09-30,16,1,2,0,4,
L000597,S0188,Forklifts,JCB,2000,Fair,8954.0,2500,Great Plains,2021-11-24,21,4,0,1,5,2200.0
L000598,S0330,Excavators,John Deere,2006,Poor,,6400,Great Plains,2022-02-22,16,3,2,0,19,
L000599,S0153,Excavators,Terex,2018,Good,3836.0,51100,Northeast,2023-08-07,15,1,0,0,40,
L000600,S0662,Forklifts,Hitachi,2001,Good,8722.0,3300,Midwest,2022-12-08,27,1,2,0,11,
L000601,S0658,Wheel Loaders,Hitachi,2014,Poor,4431.0,7300,Midwest,2021-02-19,11,0,1,1,32,5700.0
L000602,S0145,Excavators,Hitachi,2022,Fair,2441.0,57900,Midwest,2023-12-27,21,2,0,0,81,
L000603,S0177,Bulldozers,Terex,2003,Fair,6398.0,13200,Midwest,2021-12-05,26,4,1,0,137,
L000604,S0146,Cranes,,2013,Excellent,3500.0,39100,Northeast,2023-08-24,14,0,1,1,45,37200.0
L000605,S0742,Motor Graders,Caterpillar,2015,Fair,6547.0,27500,Northeast,2023-04-08,22,4,0,1,2,21900.0
L000606,S0743,Compactors,Hitachi,2010,Fair,4360.0,4100,Midwest,2023-11-29,20,5,3,0,56,
L000607,S0270,Forklifts,Case CE,2004,Good,9622.0,3000,Southwest,2021-06-28,18,1,2,1,51,2700.0
L000608,S0015,Motor Graders,Liebherr,2000,Excellent,7022.0,21400,Southeast,2023-07-23,12,0,0,1,34,21000.0
L000609,S0511,Skid Steers,Terex,2003,Good,4711.0,4100,Southeast,2021-12-29,15,1,2,1,19,3600.0
L000610,S0146,Forklifts,John Deere,2021,Poor,6921.0,8400,Great Plains,2022-01-06,20,5,1,0,4,
L000611,S0454,Forklifts,Caterpillar,2000,Fair,10964.0,3100,Southeast,2022-12-18,18,0,1,0,84,
L000612,S0402,Cranes,Doosan,2009,Poor,5385.0,15300,Southeast,2023-09-11,16,1,2,0,42,
L000613,S0343,Excavators,Terex,2002,Good,5511.0,12800,Midwest,2023-08-09,17,1,1,1,9,11800.0
L000614,S0798,Compactors,Liebherr,2019,Poor,3228.0,11800,Mountain West,2022-10-20,24,3,1,0,33,
L000615,S0687,Motor Graders,Hitachi,2014,Good,4041.0,25100,West Coast,2022-06-18,15,3,0,0,13,
L000616,S0007,Backhoes,Doosan,2007,Good,4147.0,7800,West Coast,2023-01-14,13,0,0,1,60,7100.0
L000617,S0049,Skid Steers,Liebherr,2004,Good,2012.0,4200,Northeast,2022-06-29,10,1,0,0,1,
L000618,S0700,Forklifts,Liebherr,2001,Poor,8489.0,2300,Midwest,2023-09-18,18,4,0,1,3,1800.0
L000619,S0599,Wheel Loaders,Terex,2007,Good,3497.0,12300,Southwest,2021-10-05,11,1,0,1,137,11700.0
L000620,S0012,Wheel Loaders,Terex,2004,Good,5129.0,11000,Southwest,2023-02-16,30,4,3,1,10,10200.0
L000621,S0201,Motor Graders,Caterpillar,2020,Excellent,4523.0,95800,Northeast,2021-11-13,21,5,1,1,13,93500.0
L000622,S0658,Bulldozers,Komatsu,2008,Good,5562.0,16000,Midwest,2021-03-08,5,0,0,1,1,15500.0
L000623,S0433,Wheel Loaders,Caterpillar,2018,Fair,5442.0,37300,West Coast,2022-10-29,21,4,,1,71,31400.0
L000624,S0406,Cranes,Komatsu,2005,Good,5111.0,38200,Midwest,2021-10-19,10,1,0,0,188,
L000625,S0157,Excavators,John Deere,2005,Fair,4732.0,9900,West Coast,2021-07-04,13,1,1,0,108,
L000626,S0484,Aerial Work Platforms,Komatsu,2002,Poor,1011.0,3000,Northeast,2023-11-13,17,3,2,0,38,
L000627,S0572,Excavators,Liebherr,2002,Good,5754.0,16600,Northeast,2023-07-18,13,1,2,0,65,
L000628,S0546,Backhoes,Volvo CE,2004,Fair,5573.0,5800,Southwest,2023-02-23,19,2,0,0,115,
L000629,S0392,Backhoes,Hitachi,2019,Good,3029.0,29800,Southwest,2022-05-09,15,2,1,1,49,27800.0
L000630,S0367,Cranes,Case CE,2001,Poor,5870.0,16500,Great Plains,2021-07-29,14,1,0,0,4,
L000631,S0792,Compactors,Terex,1999,Excellent,5016.0,7400,Southwest,2023-03-15,10,1,0,1,9,7500.0
L000632,S0376,Bulldozers,Komatsu,2021,Fair,6151.0,68700,Mountain West,2021-04-19,18,2,3,1,36,54000.0
L000633,S0105,Forklifts,John Deere,2016,Fair,7556.0,5600,Southwest,2022-01-08,8,0,1,0,63,
L000634,S0370,Motor Graders,Case CE,1999,Good,7016.0,15900,West Coast,2023-06-20,15,3,0,0,16,
L000635,S0109,Wheel Loaders,Caterpillar,2013,Good,4531.0,12700,Midwest,2021-09-05,8,0,0,0,144,
L000636,S0293,Forklifts,Komatsu,2009,Good,4927.0,3100,Mid-Atlantic,2023-08-19,24,3,1,1,23,2800.0
L000637,S0263,Bulldozers,Caterpillar,2012,Excellent,,17400,Pacific Northwest,2021-12-26,17,0,2,1,48,17700.0
L000638,S0330,Forklifts,Terex,2007,Good,5953.0,3600,Great Plains,2021-05-10,20,3,3,1,29,3500.0
L000639,S0423,Wheel Loaders,John Deere,2020,Poor,4501.0,22600,Midwest,2023-07-26,22,2,1,0,112,
L000640,S0278,Motor Graders,John Deere,2023,Good,5745.0,121000,Midwest,2022-03-17,9,2,1,0,11,
L000641,S0223,Excavators,JCB,2003,Good,5267.0,11900,Midwest,2022-02-11,3,0,0,1,10,10500.0
L000642,S0172,Excavators,Caterpillar,2021,Excellent,5607.0,86800,Great Plains,2023-06-27,18,1,2,0,36,
L000643,S0128,Wheel Loaders,Terex,2010,Excellent,6889.0,13300,Southeast,2022-03-21,26,1,0,1,12,12800.0
L000644,S0245,Excavators,JCB,2003,Good,6760.0,13000,West Coast,2022-01-17,9,2,1,1,19,12200.0
L000645,S0520,Excavators,Terex,2020,Poor,5025.0,28600,Midwest,2021-03-01,24,2,1,0,65,
L000646,S0295,Skid Steers,Doosan,1999,Fair,4071.0,3800,Midwest,2022-10-30,6,0,,0,20,
L000647,S0155,Excavators,Hitachi,2023,Good,2763.0,82300,Midwest,2022-01-08,14,4,3,0,29,
L000648,S0608,Forklifts,John Deere,2011,Good,5949.0,2800,Great Plains,2021-12-20,16,4,2,0,54,
L000649,S0351,Wheel Loaders,Terex,2015,Good,6314.0,23500,Great Plains,2021-11-14,14,1,,0,36,
L000650,S0647,Backhoes,Hitachi,2003,Fair,5000.0,5200,Midwest,2022-03-15,33,5,,0,42,
L000651,S0292,Bulldozers,Terex,2022,Fair,,70900,Southeast,2023-04-24,10,1,0,0,132,
L000652,S0721,Wheel Loaders,John Deere,2016,Fair,1727.0,22300,Great Plains,2021-12-17,25,6,1,0,99,
L000653,S0454,Cranes,Liebherr,2023,Excellent,2360.0,217800,Southeast,2021-07-26,16,3,2,0,173,
L000654,S0273,Motor Graders,Komatsu,2011,Poor,4718.0,8800,Southeast,2023-05-25,21,2,3,0,128,
L000655,S0111,Forklifts,John Deere,2010,Excellent,6812.0,3500,Mountain West,2022-11-01,17,3,1,0,2,
L000656,S0715,Excavators,Komatsu,2005,Good,,13300,Mountain West,2021-06-04,17,1,2,1,35,12800.0
L000657,S0451,Aerial Work Platforms,Komatsu,2002,Poor,5787.0,2800,Midwest,2022-09-13,9,0,,1,1,1700.0
L000658,S0076,Bulldozers,Hitachi,2010,Good,,11500,Southeast,2022-04-29,11,2,0,1,2,10500.0
L000659,S0586,Motor Graders,Case CE,2003,Excellent,7852.0,19000,Southeast,2021-10-22,25,0,2,0,147,
L000660,S0079,Compactors,Volvo CE,2019,Good,3447.0,22800,Southwest,2022-04-30,26,5,2,0,16,
L000661,S0555,Motor Graders,Volvo CE,2023,Good,4594.0,109500,Southwest,2021-12-08,16,3,1,0,17,
L000662,S0077,Skid Steers,Doosan,2016,Excellent,4291.0,13000,Midwest,2022-10-28,17,1,2,0,18,
L000663,S0435,Bulldozers,Liebherr,2008,Good,5133.0,14300,Great Plains,2023-01-15,5,0,0,0,27,
L000664,S0692,Compactors,Case CE,2013,Good,4062.0,6800,Northeast,2022-05-16,13,2,0,1,3,6100.0
L000665,S0725,Excavators,Komatsu,2002,Fair,4754.0,11800,Mountain West,2022-02-21,30,7,0,0,75,
L000666,S0785,Skid Steers,Caterpillar,2009,Excellent,2233.0,5500,Southeast,2022-10-18,10,1,0,0,196,
L000667,S0188,Compactors,Hitachi,2014,Fair,3627.0,6600,Pacific Northwest,2022-09-23,9,2,0,1,10,5300.0
L000668,S0792,Wheel Loaders,JCB,1999,Good,4749.0,11100,Mountain West,2022-07-01,16,4,0,1,2,10000.0
L000669,S0034,Excavators,Hitachi,2007,Good,7147.0,15700,Midwest,2023-05-06,16,0,0,1,33,14200.0
L000670,S0582,Wheel Loaders,Volvo CE,2012,Good,6333.0,13200,Southeast,2021-09-08,3,0,0,0,42,
L000671,S0211,Aerial Work Platforms,Hitachi,2016,Fair,1873.0,9100,Southeast,2023-09-29,14,1,0,1,27,8100.0
L000672,S0282,Wheel Loaders,Case CE,2017,Fair,4259.0,28700,Southwest,2023-08-07,22,3,4,1,20,23800.0
L000673,S0732,Bulldozers,Doosan,2022,Excellent,6565.0,86100,Southeast,2023-10-07,6,2,0,1,23,82100.0
L000674,S0137,Excavators,Hitachi,2014,Fair,5454.0,13400,Southeast,2022-03-25,9,2,0,0,356,
L000675,S0586,Motor Graders,Terex,2016,Fair,5567.0,33900,Southeast,2021-11-27,12,2,1,1,36,30300.0
L000676,S0672,Forklifts,Case CE,2016,Excellent,6054.0,9700,Mountain West,2023-03-17,19,4,0,1,2,9300.0
L000677,S0746,Aerial Work Platforms,JCB,2010,Fair,3961.0,4100,Northeast,2022-08-17,25,4,4,1,41,3600.0
L000678,S0484,Cranes,Komatsu,2010,Good,4981.0,34500,Midwest,2022-05-22,8,1,0,0,18,
L000679,S0757,Skid Steers,Terex,2013,Excellent,3475.0,6000,Midwest,2021-02-10,10,3,,1,53,5900.0
L000680,S0204,Cranes,Komatsu,2019,Good,5485.0,130100,West Coast,2022-11-13,21,4,,0,23,
L000681,S0335,Excavators,,2018,Poor,5668.0,21800,Midwest,2022-06-19,9,1,0,0,66,
L000682,S0452,Wheel Loaders,Doosan,2000,Good,7126.0,9900,West Coast,2022-06-04,23,0,0,0,55,
L000683,S0485,Forklifts,Komatsu,2001,Poor,,2000,Mountain West,2023-10-18,13,3,2,1,42,1600.0
L000684,S0698,Aerial Work Platforms,Liebherr,2004,Fair,,4800,Midwest,2021-08-27,13,0,0,0,10,
L000685,S0436,Skid Steers,Hitachi,2000,Excellent,5610.0,5400,Southwest,2022-01-05,17,3,1,0,2,
L000686,S0421,Wheel Loaders,JCB,2006,Excellent,6232.0,11400,Southeast,2023-07-05,10,0,1,1,7,11300.0
L000687,S0137,Wheel Loaders,Case CE,2005,Fair,4649.0,7800,Mountain West,2023-06-18,13,1,2,0,130,
L000688,S0005,Wheel Loaders,,2015,Good,4199.0,20300,Northeast,2021-01-06,12,1,1,1,19,19500.0
L000689,S0212,Backhoes,John Deere,2018,Excellent,3440.0,28000,Great Plains,2022-01-18,28,8,1,0,70,
L000690,S0094,Skid Steers,Liebherr,2011,Fair,5694.0,3800,Midwest,2021-12-24,5,1,0,1,18,3100.0
L000691,S0560,Skid Steers,JCB,2017,Fair,4992.0,10400,Pacific Northwest,2023-06-21,10,0,2,0,42,
L000692,S0766,Motor Graders,Caterpillar,2002,Fair,7450.0,15900,West Coast,2021-05-24,16,4,1,1,18,12600.0
L000693,S0799,Cranes,Doosan,2000,Good,7692.0,25200,Midwest,2021-11-28,14,0,2,1,66,23100.0
L000694,S0284,Bulldozers,Doosan,2007,Good,5142.0,13800,Southwest,2021-04-24,18,5,,1,19,12900.0
L000695,S0377,Wheel Loaders,Volvo CE,2008,Poor,5835.0,5500,West Coast,2022-11-10,13,1,0,0,125,
L000696,S0501,Cranes,Doosan,2014,Fair,2802.0,28700,Southeast,2022-05-20,24,1,3,1,23,23900.0
L000697,S0448,Excavators,John Deere,2005,Good,4423.0,11800,Mountain West,2023-08-18,16,1,1,1,51,11400.0
L000698,S0416,Excavators,Hitachi,2006,Fair,4179.0,9500,Mid-Atlantic,2023-12-16,8,1,0,0,59,
L000699,S0741,Backhoes,John Deere,2005,Good,2884.0,8300,Southeast,2023-10-17,13,1,1,0,365,
L000700,S0784,Skid Steers,Komatsu,2017,Good,3167.0,14700,Great Plains,2021-08-19,13,2,1,0,49,
L000701,S0097,Bulldozers,Hitachi,1999,Good,6364.0,15200,Southwest,2022-03-15,19,7,2,1,26,14000.0
L000702,S0560,Cranes,Doosan,2001,Excellent,6577.0,32100,Northeast,2023-10-02,15,3,0,1,9,32100.0
L000703,S0655,Motor Graders,Terex,2013,Fair,,14600,Great Plains,2022-11-01,24,4,2,1,7,11800.0
L000704,S0134,Compactors,Hitachi,2006,Good,4395.0,5900,Northeast,2021-10-11,11,2,0,0,288,
L000705,S0739,Skid Steers,John Deere,2023,Good,4950.0,27500,Southwest,2023-11-29,34,3,4,0,74,
L000706,S0780,Skid Steers,John Deere,2006,Fair,5448.0,3900,West Coast,2022-05-13,20,2,1,1,24,3300.0
L000707,S0723,Compactors,Doosan,2018,Fair,3473.0,14800,Southeast,2021-09-25,16,3,0,0,17,
L000708,S0387,Wheel Loaders,John Deere,2002,Excellent,4450.0,11700,West Coast,2021-11-02,15,0,,0,101,
L000709,S0318,Motor Graders,Terex,2023,Fair,3575.0,86800,Mountain West,2021-02-27,17,5,0,1,102,69000.0
L000710,S0196,Bulldozers,Case CE,2000,Fair,6097.0,10500,Midwest,2021-07-21,20,3,1,1,19,8200.0
L000711,S0123,Motor Graders,Caterpillar,2011,Fair,8192.0,14900,Pacific Northwest,2021-10-03,13,2,2,0,154,
L000712,S0328,Skid Steers,Caterpillar,2012,Fair,2433.0,3700,West Coast,2023-01-17,17,2,0,0,163,
L000713,S0746,Motor Graders,Hitachi,2003,Good,4293.0,19200,Southeast,2023-03-25,15,3,5,1,15,18500.0
L000714,S0077,Excavators,Volvo CE,2013,Good,3283.0,11900,Pacific Northwest,2021-04-22,13,4,1,1,31,11500.0
L000715,S0782,Motor Graders,John Deere,2020,Fair,5100.0,61900,Mountain West,2022-01-21,11,1,3,1,6,55600.0
L000716,S0273,Aerial Work Platforms,Caterpillar,2007,Fair,,4700,West Coast,2021-12-21,15,4,1,1,14,3900.0
L000717,S0135,Wheel Loaders,JCB,2011,Good,6351.0,12800,Midwest,2021-03-19,16,4,1,1,52,12000.0
L000718,S0472,Forklifts,Caterpillar,2009,Excellent,8627.0,3800,Southwest,2021-04-02,13,1,2,0,85,
L000719,S0323,Bulldozers,Liebherr,2006,Fair,5052.0,13700,Great Plains,2022-06-28,8,1,1,0,48,
L000720,S0370,Excavators,,2020,Good,4213.0,71600,Midwest,2023-09-29,13,2,2,0,115,
L000721,S0153,Bulldozers,Komatsu,2016,Good,6061.0,37200,Southwest,2023-08-12,19,5,1,1,35,35800.0
L000722,S0586,Compactors,Volvo CE,2009,Good,3827.0,6000,Midwest,2023-11-29,16,0,1,1,8,5500.0
L000723,S0416,Cranes,Doosan,2010,Good,3232.0,24800,Midwest,2023-10-29,20,2,2,0,72,
L000724,S0021,Backhoes,,2020,Good,3038.0,30000,Southeast,2023-11-03,12,3,0,1,36,28400.0
L000725,S0255,Wheel Loaders,Terex,2010,Good,6732.0,13700,West Coast,2023-06-17,5,0,1,0,27,
L000726,S0580,Excavators,Hitachi,2014,Excellent,4134.0,24900,Southeast,2022-12-17,7,1,0,1,10,25400.0
L000727,S0640,Backhoes,Liebherr,1999,Poor,4254.0,4200,Northeast,2022-03-08,18,1,0,0,58,
L000728,S0034,Motor Graders,Komatsu,2017,Poor,,26800,Southeast,2023-02-02,17,4,1,0,22,
L000729,S0183,Forklifts,Caterpillar,2020,Poor,6596.0,8400,Pacific Northwest,2023-11-20,25,2,1,0,9,
L000730,S0222,Skid Steers,Hitachi,2006,Fair,2144.0,2800,West Coast,2023-01-02,36,5,,0,38,
L000731,S0125,Motor Graders,Caterpillar,2018,Fair,6354.0,42000,West Coast,2022-01-14,17,4,0,0,2,
L000732,S0642,Compactors,Volvo CE,2005,Good,4190.0,6000,Midwest,2022-04-30,15,3,1,0,238,
L000733,S0198,Excavators,Doosan,2004,Excellent,7823.0,15000,Northeast,2024-01-01,25,2,3,1,15,14700.0
L000734,S0128,Wheel Loaders,Komatsu,2002,Excellent,4896.0,17400,Northeast,2023-03-19,21,4,1,0,26,
L000735,S0569,Excavators,Liebherr,2016,Good,5121.0,25000,Southwest,2021-05-05,13,1,1,1,15,23000.0
L000736,S0228,Skid Steers,Case CE,2000,Good,5659.0,4500,Southeast,2021-03-24,21,0,1,0,117,
L000737,S0221,Wheel Loaders,Hitachi,2010,Poor,5755.0,6800,Southwest,2022-02-18,17,1,0,1,4,5400.0
L000738,S0735,Compactors,Caterpillar,2003,Good,3925.0,6600,Northeast,2021-02-05,8,2,0,0,275,
L000739,S0596,Backhoes,Doosan,2023,Good,2331.0,35600,Southwest,2022-07-24,16,0,0,0,10,
L000740,S0751,Cranes,Hitachi,2008,Fair,5062.0,18600,Northeast,2022-09-11,17,3,1,0,19,
L000741,S0447,Cranes,Terex,2001,Good,4917.0,24800,Northeast,2022-04-29,20,4,2,0,71,
L000742,S0463,Bulldozers,Komatsu,2000,Poor,7881.0,7500,Midwest,2023-03-06,14,1,1,0,51,
L000743,S0259,Motor Graders,Liebherr,2001,Good,7310.0,17200,Southeast,2021-06-17,14,1,4,1,33,15300.0
L000744,S0506,Bulldozers,JCB,2000,Good,7065.0,13000,Northeast,2022-10-19,21,2,2,0,5,
L000745,S0016,Forklifts,Caterpillar,2010,Poor,5965.0,2000,Great Plains,2021-08-13,14,0,0,0,60,
L000746,S0588,Aerial Work Platforms,Case CE,2012,Fair,4576.0,4100,Pacific Northwest,2023-08-01,11,2,,0,32,
L000747,S0354,Backhoes,,2009,Good,6057.0,7200,Mountain West,2021-05-17,12,2,1,0,259,
L000748,S0417,Skid Steers,Komatsu,2012,Good,3983.0,4400,Midwest,2022-12-12,22,3,1,0,31,
L000749,S0439,Backhoes,JCB,2023,Fair,3283.0,26500,West Coast,2021-11-30,28,4,1,1,1,21800.0
L000750,S0522,Bulldozers,John Deere,2008,Good,6099.0,15000,Midwest,2022-03-07,22,3,1,0,30,
L000751,S0295,Forklifts,Terex,2008,Fair,6158.0,2200,Northeast,2021-07-11,17,3,1,1,17,1800.0
L000752,S0652,Backhoes,Doosan,2010,Poor,1856.0,3400,Southwest,2021-02-16,26,3,1,0,109,
L000753,S0663,Motor Graders,Case CE,2009,Good,2828.0,15100,Southwest,2021-11-02,6,1,1,0,2,
L000754,S0099,Aerial Work Platforms,JCB,2003,Fair,2650.0,4200,West Coast,2021-12-09,15,1,2,1,5,3600.0
L000755,S0289,Bulldozers,Doosan,2020,Fair,4400.0,47300,Great Plains,2022-12-15,8,1,0,0,17,
L000756,S0135,Forklifts,Caterpillar,2017,Good,8282.0,14200,Midwest,2021-02-19,14,4,,0,39,
L000757,S0246,Compactors,Case CE,2016,Poor,3709.0,7700,Southwest,2021-07-09,20,3,2,0,143,
L000758,S0209,Aerial Work Platforms,Liebherr,2016,Fair,3889.0,10200,Southwest,2022-09-13,9,1,1,0,75,
L000759,S0317,Wheel Loaders,JCB,2000,Good,5616.0,9500,Midwest,2022-02-12,14,3,0,0,47,
L000760,S0557,Compactors,JCB,2013,Fair,3073.0,4900,Southwest,2023-09-06,18,4,0,1,49,4100.0
L000761,S0213,Cranes,Terex,2006,Good,4190.0,24400,Southeast,2022-07-22,13,1,2,1,26,22100.0
L000762,S0198,Wheel Loaders,JCB,2011,Excellent,3968.0,10500,Northeast,2023-11-14,7,1,1,1,43,10600.0
L000763,S0126,Skid Steers,JCB,2000,Fair,3415.0,3100,West Coast,2022-01-30,25,2,3,1,3,2800.0
L000764,S0381,Cranes,Liebherr,2000,Good,5961.0,28500,Southwest,2021-04-27,16,2,1,1,15,27400.0
L000765,S0012,Forklifts,John Deere,2021,Fair,5928.0,12900,Mountain West,2022-02-07,19,4,1,1,2,10500.0
L000766,S0385,Motor Graders,Liebherr,2017,Good,4498.0,66700,Mountain West,2021-01-11,16,2,1,0,46,
L000767,S0747,Bulldozers,Terex,2004,Good,6314.0,14700,Pacific Northwest,2023-05-02,11,1,2,0,57,
L000768,S0769,Forklifts,Case CE,2016,Fair,7734.0,6300,Northeast,2023-08-21,16,1,0,0,136,
L000769,S0028,Bulldozers,John Deere,2021,Poor,3708.0,39000,Southwest,2021-06-19,17,4,1,1,41,26500.0
L000770,S0487,Wheel Loaders,John Deere,2000,Fair,6899.0,8500,West Coast,2022-03-07,26,3,1,0,180,
L000771,S0337,Aerial Work Platforms,JCB,2018,Fair,3156.0,14100,West Coast,2023-10-21,18,3,2,0,18,
L000772,S0513,Cranes,JCB,1998,Good,6415.0,27200,Pacific Northwest,2021-07-10,14,3,1,1,31,25300.0
L000773,S0707,Compactors,Hitachi,2009,Fair,5813.0,4200,West Coast,2021-08-24,12,1,0,0,17,
L000774,S0316,Bulldozers,Doosan,2018,Good,3460.0,53700,Midwest,2021-10-25,10,3,0,1,29,49300.0
L000775,S0685,Motor Graders,Doosan,2003,Good,4790.0,16600,Midwest,2023-03-26,14,1,3,1,25,15800.0
L000776,S0327,Bulldozers,Komatsu,2004,Excellent,5311.0,19900,Mountain West,2021-04-10,19,2,2,1,41,19000.0
L000777,S0611,Bulldozers,Liebherr,1999,Fair,6045.0,10900,Southeast,2021-11-06,23,2,2,1,21,9200.0
L000778,S0570,Cranes,Hitachi,2015,Excellent,4230.0,61300,West Coast,2021-11-07,7,1,0,1,21,60400.0
L000779,S0303,Cranes,Volvo CE,2022,Excellent,3746.0,210200,Southeast,2021-08-25,19,6,0,0,3,
L000780,S0401,Bulldozers,,2012,Good,7951.0,14500,West Coast,2022-03-01,11,0,,0,39,
L000781,S0305,Excavators,Volvo CE,2012,Good,2594.0,16000,Mountain West,2021-11-19,19,2,2,0,147,
L000782,S0748,Bulldozers,Hitachi,2007,Fair,6081.0,12500,Pacific Northwest,2021-08-30,15,1,,0,104,
L000783,S0202,Excavators,Doosan,2014,Good,6127.0,17600,Mid-Atlantic,2023-08-01,19,3,1,0,1,
L000784,S0154,Excavators,Hitachi,2015,Good,3588.0,24300,West Coast,2023-04-20,9,3,0,0,122,
L000785,S0415,Backhoes,Terex,2015,Good,3690.0,11800,Midwest,2023-08-14,10,0,0,0,105,
L000786,S0321,Forklifts,Case CE,2012,Good,8407.0,4100,Southeast,2021-10-13,19,1,1,1,1,3900.0
L000787,S0577,Forklifts,Komatsu,2023,Excellent,4244.0,31400,Northeast,2021-04-20,18,1,2,1,13,31800.0
L000788,S0221,Bulldozers,Komatsu,2020,Good,5406.0,76500,Mountain West,2021-08-24,15,1,0,1,27,70200.0
L000789,S0789,Backhoes,Terex,2003,Good,6831.0,6000,Southeast,2021-07-02,19,2,1,0,45,
L000790,S0341,Forklifts,Komatsu,2006,Good,4929.0,3700,Northeast,2021-08-26,9,2,1,0,70,
L000791,S0151,Skid Steers,John Deere,2008,Fair,3408.0,3800,Great Plains,2021-08-19,10,2,0,0,3,
L000792,S0714,Motor Graders,Liebherr,2012,Poor,7926.0,11900,West Coast,2023-02-23,20,5,1,1,16,7900.0
L000793,S0730,Aerial Work Platforms,Volvo CE,2020,Excellent,3438.0,40300,West Coast,2023-04-05,12,1,,0,6,
L000794,S0142,Skid Steers,Doosan,2000,Excellent,5023.0,5000,Southwest,2021-08-03,19,3,1,1,1,4800.0
L000795,S0367,Skid Steers,Doosan,2016,Fair,4587.0,9000,Mid-Atlantic,2021-09-23,18,4,1,1,44,7600.0
L000796,S0432,Excavators,Komatsu,1998,Good,4984.0,13100,Southwest,2022-01-06,22,3,2,1,12,12300.0
L000797,S0656,Wheel Loaders,Komatsu,2021,Good,3539.0,59700,Southwest,2021-03-27,14,0,1,0,41,
L000798,S0294,Wheel Loaders,John Deere,2014,Good,4373.0,12500,Northeast,2021-09-05,10,2,1,0,57,
L000799,S0712,Wheel Loaders,Komatsu,2008,Poor,5367.0,6800,Northeast,2021-03-07,3,1,0,1,21,4100.0
L000800,S0086,Skid Steers,Hitachi,2015,Fair,2927.0,7500,Northeast,2023-07-04,20,4,1,0,126,
L000801,S0003,Excavators,Caterpillar,2008,Excellent,3196.0,16800,Mountain West,2021-10-06,15,1,1,1,64,16900.0
L000802,S0440,Excavators,JCB,2004,Excellent,6331.0,13400,Great Plains,2022-12-04,20,3,0,1,13,13100.0
L000803,S0526,Wheel Loaders,Doosan,1998,Good,4931.0,11000,Southeast,2023-12-20,30,5,4,0,150,
L000804,S0170,Wheel Loaders,Volvo CE,2009,Good,5244.0,11400,Northeast,2023-06-16,19,0,0,0,83,
L000805,S0261,Wheel Loaders,JCB,2001,Good,5705.0,11300,Pacific Northwest,2022-05-25,11,0,1,0,54,
L000806,S0341,Skid Steers,Terex,2022,Fair,2173.0,21100,Northeast,2022-02-10,19,2,5,0,45,
L000807,S0029,Forklifts,JCB,2005,Good,6510.0,4500,West Coast,2022-03-15,23,1,0,1,18,4300.0
L000808,S0085,Excavators,Komatsu,2012,Good,7691.0,16100,Great Plains,2021-03-17,13,1,2,0,25,
L000809,S0736,Bulldozers,Komatsu,2008,Good,7696.0,14500,Great Plains,2022-08-25,11,0,1,0,25,
L000810,S0567,Bulldozers,Case CE,2005,Excellent,5999.0,14500,Southeast,2022-01-30,11,0,0,0,33,
L000811,S0708,Excavators,Case CE,2009,Poor,6578.0,5900,Midwest,2023-06-03,15,2,1,0,57,
